CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST2586,Female,0,Yes,No,20,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),86.41,1698.22,No
CUST2587,Male,0,Yes,No,49,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,40.74,2078.84,No
CUST2588,Male,0,No,No,7,Yes,Yes,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),23.96,162.45,No
CUST2589,Female,0,No,Yes,29,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.41,2004.8,No
CUST2590,Female,1,Yes,Yes,48,Yes,No,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Electronic check,52.38,2614.42,No
CUST2591,Female,0,No,No,13,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,90.08,1151.21,No
CUST2592,Male,0,Yes,No,3,No,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),35.44,106.65,Yes
CUST2593,Male,0,No,No,2,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,28.83,54.97,Yes
CUST2594,Female,0,Yes,Yes,16,No,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No,One year,Yes,Electronic check,46,771.69,No
CUST2595,Female,0,Yes,No,6,No,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.59,499.25,No
CUST2596,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),54.45,2483.18,Yes
CUST2597,Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),62.34,4231.72,No
CUST2598,Male,0,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.14,240.04,No
CUST2599,Female,0,No,Yes,56,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.47,5370.36,No
CUST2600,Male,0,Yes,No,71,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),79.49,5522.48,Yes
CUST2601,Male,0,Yes,Yes,32,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.32,625.83,No
CUST2602,Male,0,Yes,No,49,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,One year,Yes,Electronic check,92.04,4554.24,Yes
CUST2603,Male,0,No,No,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),82.71,1111.64,No
CUST2604,Male,0,Yes,No,30,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,97.54,2862.23,No
CUST2605,Female,0,No,No,25,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,49.14,1238.07,No
CUST2606,Male,0,No,Yes,60,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,One year,No,Electronic check,36.83,2271.09,No
CUST2607,Female,0,No,No,59,Yes,No,DSL,Yes,No internet service,Yes,No internet service,No,No,Two year,No,Electronic check,62.52,3685.28,No
CUST2608,Male,1,Yes,No,28,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),69.89,2021.62,No
CUST2609,Female,1,Yes,Yes,58,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),100.56,5617.42,No
CUST2610,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,No,Electronic check,84.1,1721.34,Yes
CUST2611,Female,0,No,Yes,34,Yes,No,DSL,No,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),69.47,2466.61,No
CUST2612,Female,0,No,No,5,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,One year,No,Credit card (automatic),61.17,300.71,No
CUST2613,Male,0,Yes,No,60,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,65.46,3875.1,No
CUST2614,Male,0,Yes,Yes,43,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),53.17,2191.1,No
CUST2615,Female,0,No,No,57,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.37,4934.94,Yes
CUST2616,Female,0,No,No,57,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),21.43,1227.92,Yes
CUST2617,Female,1,Yes,No,54,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),65.26,3362.06,Yes
CUST2618,Female,0,No,No,45,Yes,No,No,No,No,No,No,No,No,Two year,No,Electronic check,96.32,4443.72,No
CUST2619,Female,0,Yes,No,37,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,30.93,1182.09,No
CUST2620,Male,0,Yes,No,48,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),120,5994.5,No
CUST2621,Male,0,No,No,54,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),32.68,1772.79,Yes
CUST2622,Female,0,No,Yes,48,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.86,2381.93,No
CUST2623,Female,1,No,No,6,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,95.78,596.3,Yes
CUST2624,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),108.56,3653.65,Yes
CUST2625,Female,0,No,No,63,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,75.72,4844.51,Yes
CUST2626,Male,0,Yes,No,48,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.93,3638.13,Yes
CUST2627,Female,1,Yes,No,23,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,118.64,2693.84,Yes
CUST2628,Male,0,No,No,13,Yes,No,DSL,No,No,No,No internet service,No,Yes,Two year,Yes,Mailed check,23.96,298.61,Yes
CUST2629,Male,0,Yes,No,47,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,18,805.51,Yes
CUST2630,Female,0,No,No,44,Yes,Yes,DSL,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,18,786.32,Yes
CUST2631,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,39.46,1260.35,No
CUST2632,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),43.52,1168.03,No
CUST2633,Female,0,Yes,No,53,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),76.42,4015.59,No
CUST2634,Female,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.23,1304.04,No
CUST2635,Male,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Month-to-month,No,Credit card (automatic),92.26,4779.34,No
CUST2636,Male,1,No,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.38,3203.49,Yes
CUST2637,Male,0,No,No,8,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,36.26,278.23,No
CUST2638,Female,0,Yes,Yes,40,Yes,Yes,DSL,Yes,No,No,No internet service,No,No,One year,Yes,Electronic check,76.54,2943.13,No
CUST2639,Female,0,Yes,Yes,22,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No internet service,One year,No,Electronic check,42.99,928.68,No
CUST2640,Female,0,No,No,16,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,Yes,Electronic check,83.03,1263.74,Yes
CUST2641,Female,1,No,No,60,No,No,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,66.28,3865.53,No
CUST2642,Female,0,Yes,No,60,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Credit card (automatic),91.55,5650.94,No
CUST2643,Female,0,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,120,1168.15,Yes
CUST2644,Male,0,No,Yes,25,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.01,1537.96,No
CUST2645,Female,0,Yes,No,31,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),31.9,1033.31,No
CUST2646,Male,0,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,18,382.63,No
CUST2647,Female,0,No,Yes,33,No,No,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),38.1,1201.98,Yes
CUST2648,Female,0,No,No,31,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,97.01,2875.66,Yes
CUST2649,Female,1,No,No,21,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.53,1688.86,Yes
CUST2650,Male,0,No,Yes,36,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),71.91,2599.15,No
CUST2651,Male,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),76.44,4754.14,Yes
CUST2652,Male,0,Yes,Yes,4,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,86.58,336.77,Yes
CUST2653,Male,0,Yes,No,68,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),18.29,1297.08,Yes
CUST2654,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.59,381.08,No
CUST2655,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,76.68,686,No
CUST2656,Female,0,No,No,30,Yes,No phone service,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),21.78,637.08,No
CUST2657,Male,0,No,No,45,No,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),75.06,3253.97,No
CUST2658,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,25.93,102.71,No
CUST2659,Male,1,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.31,5775.44,No
CUST2660,Female,0,Yes,Yes,23,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),68.6,1506.6,No
CUST2661,Female,0,Yes,No,16,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,34.72,582.79,Yes
CUST2662,Female,0,No,No,22,No,No,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.41,1653.26,Yes
CUST2663,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),89.27,6368.8,No
CUST2664,Female,0,No,No,48,Yes,No,DSL,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,47.8,2190.02,Yes
CUST2665,Female,0,No,Yes,62,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.47,5531.64,No
CUST2666,Male,0,No,No,60,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,56.64,3392.81,No
CUST2667,Female,0,No,No,5,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,91.23,463.75,Yes
CUST2668,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,One year,No,Credit card (automatic),62.12,436.7,Yes
CUST2669,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,One year,Yes,Mailed check,100.19,5057.66,No
CUST2670,Male,0,No,No,65,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),37.59,2501.44,No
CUST2671,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,38.46,329.7,No
CUST2672,Female,0,No,No,45,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,41.36,1868.84,No
CUST2673,Female,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.8,3108.74,Yes
CUST2674,Female,0,No,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),60.43,4022.9,No
CUST2675,Male,0,Yes,No,24,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),73.6,1817.82,Yes
CUST2676,Male,0,No,No,10,Yes,No,DSL,Yes,No,No,No internet service,No,Yes,One year,No,Credit card (automatic),30.08,290.05,No
CUST2677,Male,0,Yes,No,48,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.48,2178,No
CUST2678,Male,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),103.12,3749.42,No
CUST2679,Female,0,Yes,Yes,54,No,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,76.15,4077.11,Yes
CUST2680,Male,0,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No internet service,One year,No,Electronic check,83.71,5649.79,No
CUST2681,Female,0,No,No,16,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,57.34,944.02,Yes
CUST2682,Female,0,No,No,53,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),73.85,4063.13,No
CUST2683,Female,0,Yes,No,40,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,50.75,1963.97,No
CUST2684,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,18,374.98,Yes
CUST2685,Female,0,No,No,69,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,One year,Yes,Electronic check,96.06,6902.61,No
CUST2686,Female,1,No,No,45,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.47,3162.05,No
CUST2687,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),43.04,265.94,Yes
CUST2688,Female,0,Yes,No,69,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,65.04,4463.05,No
CUST2689,Female,0,No,No,49,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,51.02,2515.99,Yes
CUST2690,Male,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,109.95,4210.8,Yes
CUST2691,Female,0,Yes,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,85.15,164.5,Yes
CUST2692,Male,0,No,Yes,39,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,30.56,1221.22,No
CUST2693,Male,0,No,No,21,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No,One year,Yes,Mailed check,26.5,528.75,No
CUST2694,Male,0,No,No,40,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.52,2923.88,No
CUST2695,Male,0,Yes,No,54,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,69.03,3863.56,Yes
CUST2696,Male,1,Yes,No,12,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No internet service,Two year,No,Credit card (automatic),80.54,939.54,No
CUST2697,Male,0,Yes,No,37,No,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),60.7,2208.37,Yes
CUST2698,Female,1,No,No,38,Yes,Yes,DSL,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,45.58,1747.19,Yes
CUST2699,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.29,1173.86,Yes
CUST2700,Female,0,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),82.82,599.89,No
CUST2701,Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,102.72,5067.49,No
CUST2702,Male,0,No,No,65,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Mailed check,87.03,5703.12,No
CUST2703,Female,1,Yes,No,67,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,39.9,2600.08,Yes
CUST2704,Male,1,No,Yes,44,Yes,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),72.69,3051.68,No
CUST2705,Male,1,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),56.43,1692.25,No
CUST2706,Female,0,No,No,43,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,36.65,1504.43,Yes
CUST2707,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,18,861.29,Yes
CUST2708,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,No,Electronic check,120,7383.42,No
CUST2709,Female,1,No,No,10,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,48.23,460.34,Yes
CUST2710,Male,0,Yes,Yes,29,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,61.21,1702.4,No
CUST2711,Male,0,No,No,48,Yes,No,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),71.59,3431.35,Yes
CUST2712,Female,0,Yes,Yes,62,Yes,No,DSL,No,Yes,Yes,No,No,No internet service,Two year,Yes,Electronic check,68.35,4364.48,No
CUST2713,Male,0,No,No,13,Yes,Yes,Fiber optic,No internet service,No,No,No,No,No,One year,No,Mailed check,18,237,Yes
CUST2714,Male,1,No,Yes,44,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.03,2536.91,Yes
CUST2715,Female,0,Yes,No,47,No,No,Fiber optic,No internet service,No internet service,No,No,No,No,Two year,Yes,Electronic check,118.13,5767.28,No
CUST2716,Male,0,Yes,Yes,64,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No internet service,One year,No,Credit card (automatic),58.64,3909.63,No
CUST2717,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Electronic check,114.05,5938.84,No
CUST2718,Female,0,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,65.94,2935.02,Yes
CUST2719,Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,54.47,1523.99,Yes
CUST2720,Male,0,Yes,No,2,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.33,144.79,Yes
CUST2721,Male,0,Yes,No,57,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),66.13,3772.71,No
CUST2722,Male,1,No,Yes,57,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,65.46,3902.84,Yes
CUST2723,Male,0,Yes,No,34,Yes,Yes,DSL,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.54,1567.76,Yes
CUST2724,Female,0,Yes,No,58,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.08,1375.07,Yes
CUST2725,Male,1,No,Yes,52,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),81.84,4375.41,No
CUST2726,Female,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),67.85,2023.45,Yes
CUST2727,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),114.93,4115.95,Yes
CUST2728,Female,0,Yes,No,48,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,64,3182.47,Yes
CUST2729,Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),19.58,659.23,No
CUST2730,Male,0,No,No,9,Yes,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.67,681.18,No
CUST2731,Female,1,Yes,Yes,48,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,67.28,3216.18,No
CUST2732,Female,0,No,Yes,67,Yes,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),52.07,3477.21,No
CUST2733,Male,0,No,No,36,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Two year,No,Mailed check,83.55,2979.58,No
CUST2734,Male,0,No,Yes,71,Yes,No,DSL,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,79.93,5743.25,Yes
CUST2735,Female,0,No,No,44,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,29.09,1268.01,No
CUST2736,Male,0,No,No,60,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.96,2949.82,No
CUST2737,Male,0,Yes,Yes,63,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,97.83,5920.78,No
CUST2738,Male,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),35.61,185.61,No
CUST2739,Male,0,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,59.83,2279.46,No
CUST2740,Female,1,No,No,19,Yes,No,DSL,No internet service,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),71.82,1310.74,No
CUST2741,Female,0,No,Yes,47,Yes,No,DSL,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),30.38,1420.05,No
CUST2742,Female,0,No,No,65,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,62.05,3937.63,No
CUST2743,Male,0,No,No,67,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,61.06,4052.5,No
CUST2744,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,One year,Yes,Credit card (automatic),55.3,957.32,Yes
CUST2745,Male,0,No,No,50,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,One year,No,Bank transfer (automatic),19.08,918.79,No
CUST2746,Male,0,No,Yes,30,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,64.99,2008.32,No
CUST2747,Male,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,Yes,Two year,No,Mailed check,46.44,3144.46,No
CUST2748,Female,0,No,No,5,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),96.97,465.66,No
CUST2749,Male,1,No,No,42,Yes,No,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),77.47,3308.33,No
CUST2750,Female,1,Yes,Yes,5,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),41.69,210.73,Yes
CUST2751,Male,1,No,No,50,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,53.14,2713.69,Yes
CUST2752,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,One year,Yes,Credit card (automatic),68.75,3977.31,No
CUST2753,Male,0,No,No,8,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Two year,Yes,Electronic check,53.09,414.95,No
CUST2754,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Two year,Yes,Bank transfer (automatic),19.55,615.97,No
CUST2755,Female,0,Yes,No,12,No,No,DSL,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),73.77,873.85,No
CUST2756,Female,0,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,80.79,1648.91,No
CUST2757,Male,0,Yes,No,62,No,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.23,5358.84,No
CUST2758,Male,0,Yes,No,33,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,93.16,3155.22,Yes
CUST2759,Female,0,Yes,Yes,26,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Electronic check,40.15,1041.37,No
CUST2760,Male,0,No,No,40,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),88.54,3470.72,No
CUST2761,Female,0,No,Yes,65,No,No,DSL,Yes,No,No,Yes,No,No internet service,One year,Yes,Electronic check,30.75,2065.08,No
CUST2762,Male,0,No,No,59,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,75.71,4637.37,No
CUST2763,Male,0,Yes,No,15,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,43.74,651.72,No
CUST2764,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Mailed check,77.55,77.55,Yes
CUST2765,Male,0,No,No,11,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),19.76,219.81,No
CUST2766,Female,0,Yes,Yes,55,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.28,4272.8,Yes
